threshold,f1,precision,recall
0.3,0.6766781046381617,0.6326052479815456,0.7273518441773725
0.32,0.6766781046381617,0.6326052479815456,0.7273518441773725
0.34,0.6773849917146689,0.6463745199909645,0.7115209283050145
0.36000000000000004,0.6773849917146689,0.6463745199909645,0.7115209283050145
0.38000000000000006,0.6722871559047071,0.6912569502210937,0.6543307086614173
0.4000000000000001,0.6722871559047071,0.6912569502210937,0.6543307086614173
0.4200000000000001,0.6683301595639898,0.7082154288630144,0.6326978864484045
0.4400000000000001,0.6658836565096953,0.7155989521314599,0.6226274347285536
0.46000000000000013,0.6639723121580886,0.7198257080610022,0.6161624533775384
0.48000000000000015,0.6503836137115506,0.7495538370017847,0.5743887277248239
0.5000000000000002,0.6481341521020312,0.7534870950027458,0.5686282635723167
0.5200000000000002,0.6441430686213648,0.7598580441640379,0.5590136759220887
0.5400000000000003,0.6274645966121872,0.7812982521153727,0.5242436800663075
0.5600000000000003,0.608834431630972,0.8035059111292295,0.49009531703273934
0.5800000000000003,0.608834431630972,0.8035059111292295,0.49009531703273934
0.6000000000000003,0.5965004604657282,0.8169369369369369,0.4697472026523
0.6200000000000003,0.5965004604657282,0.8169369369369369,0.4697472026523
0.6400000000000003,0.5631513476157567,0.845662100456621,0.42213012847078324
0.6600000000000004,0.5619514356120386,0.8465837991157087,0.42055532532117695
0.6800000000000004,0.5446004075164138,0.8586471533107264,0.39875673435557396
0.7000000000000004,0.5401052781334471,0.8616432137993645,0.393327807708247
